Indicator,Location,Period,FactValueNumeric
Age-standardized suicide rates (per 100 000 population),United Republic of Tanzania,2010,5.2
Age-standardized suicide rates (per 100 000 population),Bhutan,2010,5.24
Age-standardized suicide rates (per 100 000 population),Malaysia,2010,5.3
Age-standardized suicide rates (per 100 000 population),Iceland,2010,5.3
Age-standardized suicide rates (per 100 000 population),Uganda,2010,5.33
Age-standardized suicide rates (per 100 000 population),Iraq,2010,5.34
Age-standardized suicide rates (per 100 000 population),Tonga,2010,5.34
Age-standardized suicide rates (per 100 000 population),Nicaragua,2010,5.37
Age-standardized suicide rates (per 100 000 population),Dominican Republic,2010,5.38
Age-standardized suicide rates (per 100 000 population),Peru,2010,5.39
Age-standardized suicide rates (per 100 000 population),Ecuador,2010,5.42
Age-standardized suicide rates (per 100 000 population),Libya,2010,5.44
Age-standardized suicide rates (per 100 000 population),Paraguay,2010,5.44
Age-standardized suicide rates (per 100 000 population),Canada,2010,5.45
Age-standardized suicide rates (per 100 000 population),Austria,2010,5.46
Age-standardized suicide rates (per 100 000 population),Ukraine,2010,5.47
Age-standardized suicide rates (per 100 000 population),Mauritania,2010,5.49
Age-standardized suicide rates (per 100 000 population),Yemen,2010,5.52
Age-standardized suicide rates (per 100 000 population),Gabon,2010,5.6
Age-standardized suicide rates (per 100 000 population),Angola,2010,5.61
Age-standardized suicide rates (per 100 000 population),Serbia,2010,5.62
Age-standardized suicide rates (per 100 000 population),Saudi Arabia,2010,5.66
Age-standardized suicide rates (per 100 000 population),Singapore,2010,5.68
Age-standardized suicide rates (per 100 000 population),Iran (Islamic Republic of),2010,5.78
Age-standardized suicide rates (per 100 000 population),Democratic Republic of the Congo,2010,5.82
Age-standardized suicide rates (per 100 000 population),The former Yugoslav Republic of Macedonia,2010,5.82
Age-standardized suicide rates (per 100 000 population),Timor-Leste,2010,5.85
Age-standardized suicide rates (per 100 000 population),Armenia,2010,5.86
Age-standardized suicide rates (per 100 000 population),Madagascar,2010,5.88
Age-standardized suicide rates (per 100 000 population),Senegal,2010,5.9
Age-standardized suicide rates (per 100 000 population),Albania,2010,5.92
Age-standardized suicide rates (per 100 000 population),Cabo Verde,2010,5.94
Age-standardized suicide rates (per 100 000 population),Croatia,2010,5.94
Age-standardized suicide rates (per 100 000 population),Kazakhstan,2010,51.26
Age-standardized suicide rates (per 100 000 population),Zimbabwe,2010,51.61
Age-standardized suicide rates (per 100 000 population),Botswana,2010,55.07
Age-standardized suicide rates (per 100 000 population),Belarus,2010,55.1
Age-standardized suicide rates (per 100 000 population),Lithuania,2010,56.13
Age-standardized suicide rates (per 100 000 population),Kiribati,2010,57.07
Age-standardized suicide rates (per 100 000 population),Guyana,2010,57.71
Age-standardized suicide rates (per 100 000 population),Russian Federation,2010,59
Age-standardized suicide rates (per 100 000 population),Oman,2010,6.1
Age-standardized suicide rates (per 100 000 population),Myanmar,2010,6.16
Age-standardized suicide rates (per 100 000 population),Kenya,2010,6.16
Age-standardized suicide rates (per 100 000 population),Switzerland,2010,6.22
Age-standardized suicide rates (per 100 000 population),Venezuela (Bolivarian Republic of),2010,6.3
Age-standardized suicide rates (per 100 000 population),Cambodia,2010,6.34
Age-standardized suicide rates (per 100 000 population),Uruguay,2010,6.35
Age-standardized suicide rates (per 100 000 population),Bahamas,2010,6.36
Age-standardized suicide rates (per 100 000 population),Qatar,2010,6.39
Age-standardized suicide rates (per 100 000 population),Namibia,2010,6.4
Age-standardized suicide rates (per 100 000 population),El Salvador,2010,6.4
Age-standardized suicide rates (per 100 000 population),United Arab Emirates,2010,6.42
Age-standardized suicide rates (per 100 000 population),Mali,2010,6.43
Age-standardized suicide rates (per 100 000 population),Afghanistan,2010,6.44
Age-standardized suicide rates (per 100 000 population),Fiji,2010,6.44
Age-standardized suicide rates (per 100 000 population),Colombia,2010,6.45
Age-standardized suicide rates (per 100 000 population),Morocco,2010,6.46
Age-standardized suicide rates (per 100 000 population),Comoros,2010,6.46
Age-standardized suicide rates (per 100 000 population),Israel,2010,6.56
Age-standardized suicide rates (per 100 000 population),Norway,2010,6.62
Age-standardized suicide rates (per 100 000 population),Niger,2010,6.63
Age-standardized suicide rates (per 100 000 population),Malta,2010,6.63
Age-standardized suicide rates (per 100 000 population),South Sudan,2010,6.64
Age-standardized suicide rates (per 100 000 population),Afghanistan,2010,6.67
Age-standardized suicide rates (per 100 000 population),Rwanda,2010,6.72
Age-standardized suicide rates (per 100 000 population),Costa Rica,2010,6.76
Age-standardized suicide rates (per 100 000 population),Gambia,2010,6.77
Age-standardized suicide rates (per 100 000 population),New Zealand,2010,6.78
Age-standardized suicide rates (per 100 000 population),Lao People's Democratic Republic,2010,6.8
Age-standardized suicide rates (per 100 000 population),Benin,2010,6.81
Age-standardized suicide rates (per 100 000 population),Sweden,2010,6.82
Age-standardized suicide rates (per 100 000 population),Afghanistan,2010,6.85
Age-standardized suicide rates (per 100 000 population),Sudan,2010,6.92
Age-standardized suicide rates (per 100 000 population),Liberia,2010,6.92
Age-standardized suicide rates (per 100 000 population),United Kingdom of Great Britain and Northern Ireland,2010,6.95
Age-standardized suicide rates (per 100 000 population),Malawi,2010,6.97
Age-standardized suicide rates (per 100 000 population),Georgia,2010,6.98
Age-standardized suicide rates (per 100 000 population),Bolivia (Plurinational State of),2010,7
Age-standardized suicide rates (per 100 000 population),Tajikistan,2010,7
Age-standardized suicide rates (per 100 000 population),Bhutan,2010,7.01
Age-standardized suicide rates (per 100 000 population),Bangladesh,2010,7.09
Age-standardized suicide rates (per 100 000 population),Bahrain,2010,7.16
Age-standardized suicide rates (per 100 000 population),France,2010,7.18
Age-standardized suicide rates (per 100 000 population),Mauritania,2010,7.2
Age-standardized suicide rates (per 100 000 population),Libya,2010,7.24
Age-standardized suicide rates (per 100 000 population),Somalia,2010,7.25
Age-standardized suicide rates (per 100 000 population),Thailand,2010,7.29
Age-standardized suicide rates (per 100 000 population),Viet Nam,2010,7.3
Age-standardized suicide rates (per 100 000 population),Djibouti,2010,7.31
Age-standardized suicide rates (per 100 000 population),Tonga,2010,7.33
Age-standardized suicide rates (per 100 000 population),Yemen,2010,7.35
Age-standardized suicide rates (per 100 000 population),Mauritius,2010,7.37
Age-standardized suicide rates (per 100 000 population),Seychelles,2010,7.42
Age-standardized suicide rates (per 100 000 population),Azerbaijan,2010,7.44
Age-standardized suicide rates (per 100 000 population),United Arab Emirates,2010,7.45
Age-standardized suicide rates (per 100 000 population),Democratic People's Republic of Korea,2010,7.49
Age-standardized suicide rates (per 100 000 population),Cyprus,2010,7.5
Age-standardized suicide rates (per 100 000 population),Burkina Faso,2010,7.59
Age-standardized suicide rates (per 100 000 population),Panama,2010,7.59
Age-standardized suicide rates (per 100 000 population),Ethiopia,2010,7.6
Age-standardized suicide rates (per 100 000 population),Albania,2010,7.63
Age-standardized suicide rates (per 100 000 population),Saint Lucia,2010,7.63
Age-standardized suicide rates (per 100 000 population),Hungary,2010,7.63
Age-standardized suicide rates (per 100 000 population),Côte d’Ivoire,2010,7.68
Age-standardized suicide rates (per 100 000 population),Iraq,2010,7.7
Age-standardized suicide rates (per 100 000 population),Mongolia,2010,7.73
Age-standardized suicide rates (per 100 000 population),Italy,2010,7.78
Age-standardized suicide rates (per 100 000 population),Iran (Islamic Republic of),2010,7.79
Age-standardized suicide rates (per 100 000 population),China,2010,7.81
Age-standardized suicide rates (per 100 000 population),Samoa,2010,7.83
Age-standardized suicide rates (per 100 000 population),Finland,2010,7.83
Age-standardized suicide rates (per 100 000 population),Qatar,2010,7.86
Age-standardized suicide rates (per 100 000 population),Brazil,2010,7.86
Age-standardized suicide rates (per 100 000 population),Guinea-Bissau,2010,7.88
Age-standardized suicide rates (per 100 000 population),Malaysia,2010,7.94
Age-standardized suicide rates (per 100 000 population),Mexico,2010,7.96
Age-standardized suicide rates (per 100 000 population),Eswatini,2010,70.49
Age-standardized suicide rates (per 100 000 population),Chad,2010,8.02
Age-standardized suicide rates (per 100 000 population),Netherlands,2010,8.06
Age-standardized suicide rates (per 100 000 population),Spain,2010,8.08
Age-standardized suicide rates (per 100 000 population),Saudi Arabia,2010,8.12
Age-standardized suicide rates (per 100 000 population),Montenegro,2010,8.18
Age-standardized suicide rates (per 100 000 population),Belize,2010,8.18
Age-standardized suicide rates (per 100 000 population),Guinea,2010,8.22
Age-standardized suicide rates (per 100 000 population),Singapore,2010,8.23
Age-standardized suicide rates (per 100 000 population),Bosnia and Herzegovina,2010,8.3
Age-standardized suicide rates (per 100 000 population),Uzbekistan,2010,8.3
Age-standardized suicide rates (per 100 000 population),Belarus,2010,8.33
Age-standardized suicide rates (per 100 000 population),Argentina,2010,8.43
Age-standardized suicide rates (per 100 000 population),Sierra Leone,2010,8.44
Age-standardized suicide rates (per 100 000 population),Bulgaria,2010,8.45
Age-standardized suicide rates (per 100 000 population),Togo,2010,8.46
Age-standardized suicide rates (per 100 000 population),The former Yugoslav Republic of Macedonia,2010,8.57
Age-standardized suicide rates (per 100 000 population),Turkmenistan,2010,8.65
Age-standardized suicide rates (per 100 000 population),Guatemala,2010,8.66
Age-standardized suicide rates (per 100 000 population),Liberia,2010,8.68
Age-standardized suicide rates (per 100 000 population),Mali,2010,8.69
Age-standardized suicide rates (per 100 000 population),Burundi,2010,8.73
Age-standardized suicide rates (per 100 000 population),Nigeria,2010,8.79
Age-standardized suicide rates (per 100 000 population),Portugal,2010,8.83
Age-standardized suicide rates (per 100 000 population),Oman,2010,8.85
Age-standardized suicide rates (per 100 000 population),Nicaragua,2010,8.86
Age-standardized suicide rates (per 100 000 population),Denmark,2010,8.92
Age-standardized suicide rates (per 100 000 population),Lesotho,2010,86.89
Age-standardized suicide rates (per 100 000 population),Comoros,2010,9.01
Age-standardized suicide rates (per 100 000 population),Dominican Republic,2010,9.02
Age-standardized suicide rates (per 100 000 population),Democratic People's Republic of Korea,2010,9.19
Age-standardized suicide rates (per 100 000 population),Zambia,2010,9.22
Age-standardized suicide rates (per 100 000 population),Belgium,2010,9.24
Age-standardized suicide rates (per 100 000 population),Yemen,2010,9.28
Age-standardized suicide rates (per 100 000 population),Cameroon,2010,9.37
Age-standardized suicide rates (per 100 000 population),Lao People's Democratic Republic,2010,9.4
Age-standardized suicide rates (per 100 000 population),Bolivia (Plurinational State of),2010,9.44
Age-standardized suicide rates (per 100 000 population),Albania,2010,9.45
Age-standardized suicide rates (per 100 000 population),Vanuatu,2010,9.49
Age-standardized suicide rates (per 100 000 population),Germany,2010,9.5
Age-standardized suicide rates (per 100 000 population),Morocco,2010,9.53
Age-standardized suicide rates (per 100 000 population),China,2010,9.59
Age-standardized suicide rates (per 100 000 population),Eritrea,2010,9.62
Age-standardized suicide rates (per 100 000 population),Cambodia,2010,9.62
Age-standardized suicide rates (per 100 000 population),Luxembourg,2010,9.62
Age-standardized suicide rates (per 100 000 population),Lithuania,2010,9.62
Age-standardized suicide rates (per 100 000 population),Bahrain,2010,9.63
